Date,USD,JPY,CZK,DKK,GBP,HUF,PLN,SEK,CHF,NOK,AUD,CAD,HKD,KRW,NZD,SGD,ZAR
2024-11-13,1.0629,164.71,25.295,7.4598,0.83413,408.7,4.3425,11.5895,0.9379,11.7645,1.6299,1.484,8.2682,1487.4,1.7941,1.4214,19.1406
2024-11-12,1.0617,163.71,25.39,7.4591,0.82835,410.7,4.3503,11.542,0.9354,11.7385,1.6206,1.4799,8.2586,1492.15,1.7848,1.4204,19.1584
2024-11-11,1.0651,163.82,25.339,7.4574,0.8268,409.63,4.344,11.592,0.9369,11.7865,1.6186,1.4848,8.2812,1489.97,1.7857,1.4197,19.0171
2024-11-08,1.0772,164.18,25.208,7.4573,0.83188,406.68,4.3255,11.59,0.9393,11.7735,1.6259,1.4983,8.3745,1495.41,1.797,1.4251,18.8777
2024-11-07,1.0785,165.71,25.262,7.4574,0.83185,404.58,4.3253,11.599,0.9432,11.7485,1.6196,1.496,8.3818,1495.78,1.7932,1.4258,18.7328
2024-11-06,1.0695,165.05,25.339,7.457,0.83223,410.08,4.3493,11.6515,0.9368,11.909,1.6301,1.4893,8.3167,1500.9,1.7997,1.4281,18.9842
2024-11-05,1.0897,165.93,25.343,7.4586,0.8392,409.25,4.358,11.6665,0.9402,11.96,1.6452,1.5128,8.4687,1503.71,1.8169,1.4351,19.0277
2024-11-04,1.0904,165.47,25.288,7.4578,0.84063,407.83,4.3423,11.6445,0.941,11.9465,1.6516,1.5155,8.4761,1497.97,1.8196,1.4356,19.1248
2024-11-01,1.0885,165.54,25.33,7.4562,0.83998,407.75,4.3543,11.6115,0.9427,11.96,1.653,1.5144,8.466,1498.21,1.8164,1.4392,19.1111
2024-10-31,1.0882,166.3,25.327,7.4601,0.83753,408.28,4.3508,11.6308,0.9412,11.9385,1.6559,1.5134,8.4598,1500.05,1.822,1.4377,19.1869
2024-10-30,1.0815,165.91,25.377,7.4606,0.83425,408.38,4.3463,11.566,0.9393,11.8785,1.646,1.5072,8.405,1493.02,1.8099,1.4329,19.1535
2024-10-29,1.0774,165.66,25.372,7.4588,0.8302,405.23,4.348,11.517,0.9369,11.8415,1.6423,1.4981,8.3716,1496.4,1.8076,1.4287,19.1063
2024-10-28,1.0818,165.18,25.348,7.4585,0.8329,404.83,4.35,11.471,0.9367,11.912,1.6372,1.503,8.4072,1496.45,1.8059,1.4302,19.1877
2024-10-25,1.0825,164.45,25.25,7.4609,0.83358,404.68,4.3478,11.4475,0.9382,11.8195,1.6311,1.4989,8.411,1504.09,1.8025,1.429,19.0627
2024-10-24,1.0801,164.12,25.23,7.4598,0.8321,402.93,4.3435,11.419,0.9349,11.8155,1.6234,1.4922,8.3926,1489.82,1.7914,1.4249,19.09
2024-10-23,1.0767,164.66,25.235,7.4583,0.83148,401.83,4.3433,11.412,0.934,11.8525,1.6233,1.49,8.3656,1491.54,1.7918,1.4237,19.0355
2024-10-22,1.0821,163.22,25.252,7.4576,0.8334,400.03,4.317,11.4005,0.9365,11.823,1.6177,1.4964,8.411,1491.66,1.787,1.4231,19.0184
2024-10-21,1.0853,162.79,25.268,7.4587,0.83315,401.6,4.3175,11.4275,0.938,11.838,1.623,1.4998,8.4351,1495.73,1.792,1.4246,19.1176
2024-10-18,1.0847,162.75,25.229,7.4576,0.83165,400.05,4.3085,11.4205,0.9401,11.8115,1.6165,1.496,8.427,1488.05,1.7865,1.4235,19.0769
2024-10-17,1.0866,162.5,25.256,7.4605,0.83455,399.73,4.3113,11.418,0.938,11.8735,1.6228,1.4975,8.4477,1488.83,1.7903,1.4261,19.2606
2024-10-16,1.0897,162.57,25.296,7.461,0.83605,401.0,4.3,11.346,0.9397,11.8015,1.6291,1.5013,8.4676,1483.1,1.7924,1.4264,19.1283
2024-10-15,1.0903,162.85,25.242,7.461,0.83355,400.48,4.2938,11.301,0.9401,11.766,1.6236,1.5063,8.469,1482.73,1.7902,1.4271,19.1651
2024-10-14,1.0915,163.39,25.263,7.4613,0.83665,400.78,4.2893,11.3735,0.9409,11.7465,1.6248,1.5047,8.4718,1484.03,1.7948,1.4277,19.1618
2024-10-11,1.0938,162.94,25.293,7.461,0.83705,400.85,4.2898,11.354,0.9378,11.7393,1.6233,1.5063,8.5001,1477.64,1.7941,1.4283,19.1041
2024-10-10,1.0932,162.85,25.317,7.4592,0.83686,400.4,4.3048,11.3655,0.9393,11.792,1.6276,1.5031,8.496,1477.51,1.7998,1.43,19.2391
2024-10-09,1.0957,162.97,25.348,7.4586,0.8374,399.9,4.2978,11.362,0.9397,11.786,1.6283,1.4985,8.5176,1473.03,1.8038,1.4294,19.3282
2024-10-08,1.0982,162.49,25.313,7.4579,0.83778,400.55,4.3083,11.349,0.941,11.687,1.6293,1.4981,8.537,1478.22,1.7933,1.4307,19.1784
2024-10-07,1.0982,162.63,25.346,7.4572,0.83918,402.08,4.3215,11.366,0.9388,11.656,1.6155,1.4914,8.5291,1476.12,1.7847,1.4304,19.0978
2024-10-04,1.1029,161.69,25.347,7.4579,0.83735,401.33,4.3145,11.3375,0.9394,11.6845,1.6121,1.4952,8.5629,1478.24,1.7779,1.4314,19.2809
2024-10-03,1.1039,161.98,25.357,7.4595,0.84258,401.43,4.3058,11.361,0.9387,11.7195,1.6124,1.4945,8.5734,1472.89,1.7749,1.4315,19.3017
2024-10-02,1.1071,160.26,25.316,7.4593,0.83288,399.53,4.295,11.3495,0.9388,11.6735,1.6048,1.4932,8.5947,1462.53,1.7614,1.4266,19.2605
2024-10-01,1.1086,159.37,25.272,7.4578,0.83193,397.83,4.2853,11.3145,0.9394,11.7305,1.604,1.4986,8.6181,1463.99,1.7548,1.4268,19.1585
2024-09-30,1.1196,159.82,25.184,7.456,0.83543,396.88,4.2788,11.3,0.9439,11.7645,1.6166,1.5133,8.6933,1469.11,1.7616,1.4342,19.2258
2024-09-27,1.1158,159.63,25.158,7.457,0.83338,396.95,4.2738,11.273,0.942,11.7575,1.618,1.5036,8.6737,1462.76,1.7649,1.4305,19.1092
2024-09-26,1.1155,160.78,25.159,7.4572,0.83428,395.95,4.271,11.3,0.9452,11.7865,1.6217,1.5025,8.6773,1478.62,1.7691,1.4328,19.238
2024-09-25,1.1194,161.49,25.123,7.4575,0.83653,395.03,4.2643,11.311,0.9495,11.684,1.6276,1.5044,8.716,1489.46,1.7725,1.4378,19.1932
2024-09-24,1.1133,160.14,25.155,7.4571,0.8322,394.7,4.2665,11.2935,0.9439,11.612,1.6237,1.5033,8.6668,1485.87,1.7707,1.4341,19.2869
2024-09-23,1.1119,159.58,25.098,7.4581,0.83518,394.68,4.275,11.362,0.9448,11.686,1.6274,1.5065,8.6576,1486.62,1.777,1.4357,19.3253
2024-09-20,1.1166,161.08,25.078,7.459,0.8391,393.68,4.2763,11.381,0.9486,11.733,1.6388,1.5148,8.7022,1491.51,1.7919,1.4426,19.5684
2024-09-19,1.1156,159.53,25.081,7.4592,0.83953,394.55,4.2658,11.3175,0.946,11.6678,1.6352,1.511,8.6952,1481.57,1.7845,1.4415,19.4454
2024-09-18,1.1124,157.94,25.07,7.4613,0.84225,394.25,4.27,11.324,0.9388,11.7753,1.64,1.5117,8.6692,1473.65,1.7877,1.4395,19.5531
2024-09-17,1.1139,156.71,25.125,7.4621,0.84278,394.68,4.2683,11.3245,0.9405,11.7885,1.6472,1.5134,8.6796,1467.66,1.7965,1.4407,19.6418
2024-09-16,1.1126,155.66,25.128,7.4621,0.84278,393.83,4.2708,11.3195,0.9394,11.78,1.6492,1.5109,8.6723,1467.42,1.7958,1.4407,19.6277
2024-09-13,1.1081,156.17,25.147,7.4627,0.84475,395.33,4.2898,11.3635,0.9387,11.8495,1.6542,1.5061,8.6411,1474.21,1.7973,1.4404,19.7185
2024-09-12,1.1016,157.02,25.122,7.462,0.8446,395.88,4.2978,11.414,0.9414,11.934,1.6497,1.4964,8.5945,1477.3,1.796,1.438,19.7713
2024-09-11,1.1043,156.6,25.088,7.4624,0.84375,396.2,4.2873,11.435,0.9358,11.937,1.656,1.4997,8.6106,1478.5,1.7966,1.4385,19.7394
2024-09-10,1.1031,157.81,25.058,7.4623,0.84265,397.38,4.2833,11.4355,0.9349,11.902,1.6551,1.4973,8.6004,1480.59,1.7921,1.4397,19.7464
2024-09-09,1.1043,158.53,25.051,7.4616,0.84365,395.95,4.278,11.455,0.9376,11.9405,1.6596,1.4979,8.6101,1485.48,1.8004,1.4428,19.7659
2024-09-06,1.1103,158.93,25.034,7.462,0.84293,394.75,4.28,11.3698,0.9365,11.8015,1.6503,1.4984,8.6526,1477.3,1.7858,1.4428,19.6875
2024-09-05,1.1097,159.2,25.027,7.4611,0.84318,392.3,4.2683,11.3995,0.939,11.7895,1.6498,1.4996,8.6493,1481.54,1.7874,1.4444,19.736
2024-09-04,1.105,160.26,25.086,7.4605,0.84248,393.23,4.2788,11.411,0.9396,11.805,1.645,1.498,8.6174,1481.5,1.7861,1.444,19.7997
2024-09-03,1.1035,161.26,25.071,7.4595,0.84085,393.38,4.2783,11.372,0.9409,11.766,1.6394,1.4951,8.605,1481.23,1.7839,1.4453,19.8345
2024-09-02,1.1061,162.56,25.045,7.4587,0.84218,392.55,4.275,11.351,0.9415,11.73,1.6322,1.4932,8.6239,1481.32,1.7767,1.4464,19.8166
2024-08-30,1.1087,161.19,25.031,7.4589,0.8412,392.53,4.2763,11.3355,0.9416,11.662,1.6301,1.4941,8.6455,1478.6,1.7709,1.4441,19.5358
2024-08-29,1.1088,160.36,25.043,7.4588,0.84175,392.73,4.2898,11.3455,0.9364,11.641,1.6274,1.4927,8.6422,1474.34,1.768,1.4432,19.6351
2024-08-28,1.1117,160.57,25.053,7.4593,0.84163,393.4,4.3003,11.335,0.9375,11.712,1.6407,1.4982,8.6711,1485.05,1.7823,1.4493,19.7851
2024-08-27,1.1162,161.24,25.034,7.4609,0.84438,393.13,4.2783,11.3758,0.944,11.723,1.6461,1.5041,8.7073,1485.86,1.7912,1.4552,19.7883
2024-08-26,1.1163,160.94,25.034,7.461,0.84645,395.23,4.2815,11.403,0.946,11.7785,1.6496,1.5076,8.7023,1481.16,1.8008,1.4546,19.8317
2024-08-23,1.1121,162.37,25.078,7.4615,0.84733,393.75,4.2775,11.4355,0.9476,11.802,1.6518,1.5106,8.6728,1486.86,1.8061,1.4551,19.9591
2024-08-22,1.1135,162.64,25.092,7.4619,0.84943,394.1,4.2815,11.392,0.949,11.7685,1.655,1.513,8.6814,1490.74,1.8107,1.4568,20.0237
2024-08-21,1.1116,162.26,25.11,7.4615,0.85303,392.35,4.2858,11.378,0.9503,11.683,1.6495,1.5117,8.6634,1485.55,1.8109,1.4529,19.8257
2024-08-20,1.1084,162.18,25.158,7.4623,0.85194,393.85,4.2643,11.3825,0.9527,11.6825,1.6454,1.5085,8.6345,1478.34,1.8042,1.4493,19.7295
2024-08-19,1.1041,161.22,25.181,7.4616,0.85243,393.08,4.2688,11.4871,0.9543,11.7345,1.6486,1.5098,8.604,1476.07,1.817,1.4464,19.6951
2024-08-16,1.0994,162.72,25.239,7.4616,0.85128,395.73,4.2703,11.5435,0.954,11.8185,1.6577,1.5095,8.5705,1490.58,1.824,1.4497,19.6993
2024-08-15,1.1011,162.14,25.2,7.4619,0.85615,394.58,4.2815,11.5135,0.9541,11.7455,1.6609,1.509,8.58,1495.28,1.832,1.4505,19.8284
2024-08-14,1.1019,161.98,25.197,7.462,0.85783,394.45,4.2975,11.4843,0.9515,11.7665,1.6643,1.5115,8.5824,1493.74,1.8324,1.4494,19.9267
2024-08-13,1.0931,161.17,25.203,7.4621,0.85458,393.53,4.289,11.506,0.948,11.797,1.6572,1.5014,8.5143,1498.93,1.8089,1.4454,19.8621
2024-08-12,1.0925,161.25,25.178,7.4628,0.85554,393.25,4.3058,11.4935,0.9491,11.7745,1.656,1.4998,8.5157,1497.58,1.811,1.4474,19.9047
2024-08-09,1.0917,160.33,25.234,7.4622,0.85708,395.2,4.3253,11.4955,0.9435,11.8295,1.6609,1.5007,8.514,1491.07,1.8156,1.4453,20.0169
2024-08-08,1.093,159.74,25.273,7.4619,0.86093,396.1,4.319,11.4955,0.9368,11.8825,1.6677,1.5021,8.5168,1503.86,1.823,1.4474,20.0993
2024-08-07,1.0922,160.62,25.27,7.4627,0.85808,398.2,4.3173,11.4235,0.9409,11.781,1.6643,1.501,8.5162,1501.94,1.815,1.4499,20.034
2024-08-06,1.0915,158.29,25.286,7.4628,0.85998,397.38,4.3105,11.559,0.9325,12.0005,1.6837,1.5097,8.5055,1504.09,1.8423,1.4485,20.1616
2024-08-05,1.0966,155.98,25.314,7.4607,0.85878,398.45,4.3128,11.534,0.9304,12.1108,1.7008,1.5188,8.5335,1495.97,1.8461,1.4475,20.3713
2024-08-02,1.0835,161.37,25.271,7.4621,0.85,396.73,4.289,11.5843,0.9433,11.929,1.6629,1.5035,8.4625,1479.77,1.8196,1.4424,19.7048
2024-08-01,1.0789,162.66,25.454,7.4613,0.84328,395.55,4.2958,11.522,0.9467,11.7465,1.6501,1.4912,8.432,1474.13,1.814,1.4437,19.6134
2024-07-31,1.0828,162.76,25.457,7.4621,0.8438,395.78,4.2908,11.6125,0.9533,11.8175,1.6635,1.4977,8.4589,1485.96,1.8289,1.4491,19.74
2024-07-30,1.0824,167.61,25.429,7.4619,0.8426,394.5,4.2838,11.686,0.9592,11.8885,1.656,1.4996,8.4558,1498.59,1.8386,1.4554,19.8815
2024-07-29,1.0817,166.44,25.371,7.4625,0.84345,392.5,4.2938,11.7265,0.9578,11.9155,1.6534,1.4976,8.449,1496.41,1.8418,1.454,19.9041
2024-07-26,1.086,167.84,25.37,7.4626,0.84378,390.95,4.274,11.7325,0.9594,11.937,1.6559,1.5009,8.4782,1505.15,1.8427,1.4594,19.8121
2024-07-25,1.0851,165.62,25.389,7.4625,0.8428,393.33,4.2968,11.774,0.9534,12.0825,1.6638,1.502,8.4682,1497.33,1.8401,1.4566,20.0649
2024-07-24,1.0848,167.23,25.425,7.4618,0.83973,393.28,4.289,11.6875,0.9609,11.942,1.6428,1.4953,8.4716,1500.01,1.8267,1.4577,19.8662
2024-07-23,1.086,169.64,25.362,7.461,0.84073,390.43,4.277,11.6735,0.9681,11.9635,1.6396,1.4944,8.4788,1505.59,1.8209,1.4615,20.0068
2024-07-22,1.0888,170.8,25.231,7.4617,0.84215,389.73,4.2788,11.6295,0.9671,11.9165,1.637,1.4971,8.5006,1511.28,1.8171,1.4648,19.8948
2024-07-19,1.089,171.61,25.261,7.461,0.8428,390.9,4.2853,11.61,0.9688,11.8255,1.6276,1.4938,8.5049,1511.37,1.8087,1.4645,19.9622
2024-07-18,1.093,171.02,25.264,7.4603,0.84175,389.73,4.2918,11.5338,0.9666,11.748,1.6237,1.4953,8.535,1511.38,1.801,1.4655,19.895
2024-07-17,1.0934,171.21,25.29,7.4595,0.83915,391.28,4.2948,11.5085,0.9693,11.7575,1.6222,1.4949,8.5368,1508.08,1.7975,1.466,19.8772
2024-07-16,1.0902,172.65,25.352,7.4611,0.84058,391.93,4.2683,11.5545,0.9761,11.7815,1.6169,1.4911,8.5082,1507.53,1.796,1.4647,19.7067
2024-07-15,1.0907,172.34,25.422,7.4614,0.84045,391.48,4.2495,11.5375,0.9755,11.746,1.6088,1.4879,8.5133,1508.27,1.7904,1.464,19.8324
2024-07-12,1.089,172.87,25.341,7.461,0.84029,391.9,4.2548,11.4965,0.9747,11.7025,1.6076,1.4834,8.5019,1497.89,1.7819,1.4623,19.5935
2024-07-11,1.0855,175.39,25.361,7.4606,0.84305,393.95,4.2545,11.419,0.9749,11.6725,1.6075,1.4796,8.4767,1498.04,1.7836,1.4627,19.627
2024-07-10,1.0825,174.79,25.379,7.4603,0.84518,392.68,4.2555,11.4075,0.9723,11.607,1.6056,1.4758,8.4554,1498.46,1.7804,1.4605,19.5581
2024-07-09,1.0814,174.2,25.231,7.4595,0.84491,395.2,4.2643,11.422,0.9712,11.489,1.6062,1.4752,8.4477,1496.01,1.7681,1.4608,19.654
2024-07-08,1.0835,174.37,25.162,7.4586,0.8441,394.7,4.2778,11.3805,0.9711,11.4575,1.6067,1.4772,8.4631,1499.05,1.7655,1.4618,19.6622
2024-07-05,1.0824,174.06,25.202,7.4593,0.84613,392.55,4.2798,11.3605,0.973,11.448,1.6073,1.4736,8.4544,1494.76,1.7672,1.4612,19.7371
2024-07-04,1.08,173.84,25.143,7.4588,0.84663,393.5,4.2918,11.3375,0.9717,11.4015,1.6046,1.4705,8.434,1491.06,1.7641,1.4594,19.7867
2024-07-03,1.0758,174.18,25.194,7.4587,0.8468,395.08,4.3018,11.371,0.9718,11.4583,1.6123,1.4703,8.4033,1495.26,1.7717,1.4593,19.905
2024-07-02,1.0729,173.31,25.185,7.459,0.84755,395.6,4.325,11.417,0.9697,11.4795,1.612,1.4727,8.3829,1488.26,1.7693,1.4569,19.8161
2024-07-01,1.0745,173.15,25.048,7.4586,0.8479,394.25,4.3008,11.3675,0.9689,11.4315,1.6109,1.4711,8.3945,1485.41,1.7638,1.4567,19.5015
2024-06-28,1.0705,171.94,25.025,7.4575,0.84638,395.1,4.309,11.3595,0.9634,11.3965,1.6079,1.467,8.3594,1474.86,1.7601,1.4513,19.497
2024-06-27,1.0696,171.66,24.933,7.4583,0.8459,397.68,4.3188,11.338,0.9604,11.398,1.6078,1.4647,8.3521,1482.71,1.7543,1.4519,19.6609
2024-06-26,1.0689,171.42,24.877,7.4591,0.84453,396.53,4.3075,11.3038,0.9585,11.3945,1.6053,1.4628,8.3459,1488.06,1.7537,1.4513,19.4243
2024-06-25,1.0714,170.84,24.819,7.4594,0.84465,396.0,4.2995,11.2255,0.9575,11.3265,1.6109,1.465,8.3652,1491.03,1.7498,1.4499,19.4537
2024-06-24,1.073,171.17,24.893,7.4593,0.8473,394.36,4.3003,11.2555,0.9586,11.349,1.6157,1.4682,8.3772,1489.57,1.7543,1.452,19.5122
2024-06-21,1.0688,169.82,24.949,7.458,0.84531,396.93,4.322,11.2445,0.9537,11.2685,1.6031,1.4632,8.3401,1484.58,1.7427,1.4468,19.1241
2024-06-20,1.0719,169.82,24.898,7.4581,0.84513,397.39,4.321,11.198,0.9546,11.2915,1.6076,1.4696,8.3654,1488.01,1.7492,1.4504,19.4066
2024-06-19,1.0749,169.78,24.91,7.4592,0.84455,396.34,4.33,11.214,0.9506,11.354,1.6125,1.4737,8.3905,1484.25,1.7528,1.4519,19.3752
2024-06-18,1.0715,169.41,24.767,7.4601,0.8454,395.13,4.3503,11.255,0.9512,11.448,1.6207,1.4731,8.3664,1484.07,1.7562,1.451,19.4298
2024-06-17,1.0712,169.11,24.699,7.4603,0.84573,396.25,4.36,11.2933,0.9561,11.486,1.6246,1.4726,8.3667,1480.65,1.7526,1.4497,19.5862
2024-06-14,1.0686,167.8,24.736,7.4605,0.84205,398.0,4.3733,11.2731,0.9534,11.4025,1.6156,1.4704,8.347,1480.8,1.7418,1.4464,19.6019
2024-06-13,1.0784,169.58,24.699,7.4593,0.84468,396.48,4.3473,11.221,0.9668,11.4315,1.6232,1.4823,8.4224,1482.31,1.7477,1.4557,19.8385
2024-06-12,1.0765,169.35,24.686,7.4588,0.84365,395.28,4.3385,11.2345,0.9641,11.4675,1.628,1.4795,8.4082,1481.35,1.7528,1.4553,20.0486
2024-06-11,1.073,168.46,24.706,7.4584,0.84198,394.63,4.3413,11.2467,0.9622,11.491,1.626,1.4781,8.3802,1479.23,1.7513,1.4517,19.9574
2024-06-10,1.0756,168.74,24.636,7.4592,0.84565,394.15,4.324,11.333,0.9637,11.512,1.6304,1.4801,8.4043,1479.33,1.7595,1.4548,20.1228
2024-06-07,1.0898,169.52,24.577,7.4613,0.8512,388.92,4.288,11.3075,0.9696,11.4865,1.6345,1.4902,8.5095,1489.97,1.7596,1.4653,20.4821
2024-06-06,1.0865,169.74,24.632,7.4592,0.85088,390.68,4.3015,11.293,0.9687,11.5,1.6368,1.4879,8.4853,1486.44,1.7584,1.4648,20.6281
2024-06-05,1.0872,169.72,24.654,7.4592,0.85048,391.73,4.3045,11.3275,0.9704,11.475,1.6353,1.4867,8.4904,1491.34,1.7577,1.4657,20.5868
2024-06-04,1.0865,168.29,24.755,7.459,0.85143,392.28,4.3005,11.3755,0.9703,11.489,1.6364,1.486,8.4901,1495.71,1.7624,1.464,20.2986
2024-06-03,1.0842,170.09,24.724,7.459,0.85175,391.4,4.2815,11.4035,0.9772,11.3885,1.629,1.4784,8.4797,1493.24,1.7614,1.4638,20.2534
2024-05-31,1.0852,170.52,24.709,7.4588,0.85365,388.83,4.2645,11.421,0.9818,11.383,1.6315,1.4804,8.4838,1501.11,1.7696,1.4663,20.2927
2024-05-30,1.0815,169.5,24.77,7.4595,0.85105,389.45,4.2848,11.4995,0.9808,11.4065,1.6341,1.4828,8.4556,1488.66,1.7706,1.4612,20.1501
2024-05-29,1.0857,170.74,24.731,7.4607,0.8513,387.08,4.264,11.5215,0.9907,11.417,1.637,1.4838,8.4811,1484.62,1.7716,1.4652,19.9
2024-05-28,1.0882,170.54,24.655,7.4616,0.8508,382.78,4.2483,11.466,0.9908,11.407,1.6314,1.482,8.4994,1477.78,1.7648,1.4659,19.9443
2024-05-27,1.0843,170.07,24.733,7.4619,0.8507,384.7,4.2553,11.54,0.9922,11.415,1.632,1.4813,8.4663,1478.03,1.7665,1.4633,19.9632
2024-05-24,1.084,170.28,24.736,7.4612,0.85241,385.18,4.2553,11.599,0.9924,11.4953,1.6394,1.4865,8.468,1480.44,1.7747,1.4639,19.9506
2024-05-23,1.0854,169.9,24.738,7.4624,0.85175,387.08,4.263,11.5925,0.9907,11.5165,1.6333,1.4832,8.4749,1476.66,1.7703,1.4637,19.9118
2024-05-22,1.083,169.54,24.748,7.4617,0.85165,388.05,4.2686,11.6325,0.9905,11.585,1.6288,1.481,8.4538,1480.95,1.7724,1.4616,19.7464
2024-05-21,1.0864,169.86,24.682,7.4617,0.8544,385.43,4.2553,11.581,0.9884,11.583,1.6278,1.4797,8.4778,1480.56,1.781,1.4632,19.6955
2024-05-20,1.0861,169.25,24.748,7.4611,0.85548,385.65,4.2533,11.6127,0.988,11.6115,1.6259,1.4798,8.4712,1477.31,1.7773,1.4628,19.8052
2024-05-17,1.0844,168.96,24.722,7.4615,0.85685,387.6,4.265,11.655,0.9855,11.633,1.6281,1.4784,8.46,1471.55,1.7751,1.4609,19.8068
2024-05-16,1.0866,168.33,24.709,7.4612,0.8585,386.18,4.2648,11.6172,0.9822,11.642,1.629,1.481,8.4798,1463.04,1.7794,1.4617,19.7911
2024-05-15,1.0832,168.43,24.766,7.4617,0.8584,386.0,4.269,11.6751,0.98,11.649,1.6308,1.4763,8.4578,1471.93,1.786,1.4609,19.9073
2024-05-14,1.0796,168.89,24.75,7.4608,0.85983,386.1,4.2695,11.7285,0.9801,11.6815,1.6329,1.4753,8.4341,1476.56,1.7934,1.4609,19.8835
2024-05-13,1.0795,168.25,24.779,7.4608,0.86023,387.0,4.286,11.7,0.9784,11.68,1.6305,1.4757,8.4329,1476.01,1.7923,1.4605,19.8185
2024-05-10,1.0779,167.87,24.936,7.4607,0.86055,387.72,4.2968,11.6865,0.9779,11.6735,1.632,1.4747,8.4228,1472.72,1.7923,1.4592,19.8673
2024-05-09,1.0732,167.32,24.935,7.4594,0.85995,387.95,4.292,11.7205,0.976,11.7215,1.6299,1.4728,8.3881,1471.57,1.7881,1.4558,19.8856
2024-05-08,1.0743,167.15,25.036,7.4599,0.86083,388.88,4.3075,11.733,0.977,11.757,1.6374,1.4784,8.3989,1466.47,1.7948,1.4572,20.0409
2024-05-07,1.0766,166.45,25.014,7.4596,0.85805,389.05,4.3138,11.681,0.977,11.698,1.6297,1.473,8.4197,1462.45,1.7918,1.457,19.9127
2024-05-06,1.0776,165.7,24.995,7.4589,0.8566,389.38,4.3185,11.625,0.9754,11.6663,1.6248,1.4731,8.4223,1460.0,1.7891,1.4548,19.8369
2024-05-03,1.0744,164.62,25.025,7.4583,0.85573,388.95,4.329,11.6398,0.9744,11.708,1.633,1.4682,8.3961,1460.24,1.7952,1.4527,19.8952
2024-05-02,1.0698,165.63,25.09,7.4589,0.85538,388.98,4.3278,11.682,0.9759,11.843,1.6386,1.4678,8.3633,1470.41,1.8047,1.4538,19.969
2024-04-30,1.0718,168.27,25.14,7.4583,0.85478,390.68,4.3178,11.753,0.9787,11.815,1.6423,1.4672,8.3817,1479.67,1.8035,1.4593,20.0682
2024-04-29,1.072,167.53,25.175,7.4581,0.85493,391.64,4.3255,11.685,0.9776,11.7835,1.6322,1.4635,8.3904,1476.15,1.7932,1.4578,20.0504
2024-04-26,1.0714,168.03,25.164,7.4573,0.85643,392.28,4.3205,11.7052,0.9779,11.7995,1.6392,1.4632,8.3873,1474.65,1.801,1.4587,20.2037
2024-04-25,1.072,166.76,25.152,7.4587,0.85675,392.98,4.3165,11.639,0.9792,11.714,1.6415,1.4659,8.392,1473.23,1.799,1.4581,20.3377
2024-04-24,1.0686,165.57,25.242,7.4575,0.85945,393.35,4.3193,11.6225,0.9774,11.733,1.6421,1.4628,8.37,1469.91,1.801,1.4547,20.5062
2024-04-23,1.0674,165.23,25.256,7.4607,0.8605,393.63,4.3158,11.603,0.9724,11.731,1.6536,1.4623,8.364,1471.21,1.8047,1.4543,20.534
2024-04-22,1.0632,164.51,25.275,7.4615,0.86328,393.9,4.3188,11.6015,0.9693,11.7185,1.6517,1.4592,8.3316,1467.64,1.8004,1.449,20.3468
2024-04-19,1.0653,164.68,25.267,7.4622,0.8562,395.3,4.33,11.664,0.968,11.765,1.6622,1.4666,8.3443,1469.09,1.8105,1.451,20.4793
2024-04-18,1.0679,164.82,25.254,7.4616,0.85628,393.93,4.3255,11.637,0.9704,11.7375,1.6567,1.4687,8.3635,1467.41,1.8013,1.452,20.3461
2024-04-17,1.0638,164.54,25.228,7.4611,0.854,393.0,4.3508,11.6793,0.9693,11.696,1.6556,1.4691,8.3307,1471.92,1.8012,1.4495,20.2752
2024-04-16,1.0637,164.54,25.21,7.4609,0.8544,394.63,4.3435,11.635,0.9712,11.6745,1.6578,1.4668,8.3304,1481.62,1.8072,1.4509,20.2104
2024-04-15,1.0656,164.05,25.324,7.4606,0.85405,394.25,4.2938,11.5583,0.9725,11.626,1.6441,1.4645,8.3419,1473.79,1.7943,1.4498,20.2067
2024-04-12,1.0652,163.16,25.337,7.4603,0.85424,391.63,4.2603,11.5699,0.9716,11.587,1.6413,1.4643,8.3478,1469.79,1.7872,1.4478,19.9907
2024-04-11,1.0729,164.18,25.392,7.4604,0.85525,389.8,4.257,11.531,0.9787,11.618,1.6448,1.4688,8.4058,1469.32,1.792,1.4518,20.1614
2024-04-10,1.086,164.89,25.368,7.4594,0.85515,389.18,4.2563,11.4345,0.981,11.5665,1.6399,1.4728,8.506,1467.33,1.7856,1.4605,20.0851
2024-04-09,1.0867,164.97,25.38,7.459,0.85663,389.2,4.2565,11.4555,0.9819,11.593,1.6407,1.4749,8.5096,1470.98,1.7938,1.4623,20.0861
2024-04-08,1.0823,164.43,25.354,7.4588,0.85795,390.78,4.2773,11.4675,0.9807,11.5905,1.6433,1.4715,8.4761,1468.37,1.7984,1.4607,20.1574
2024-04-05,1.0841,164.1,25.286,7.459,0.85773,390.1,4.2835,11.526,0.9793,11.6118,1.6461,1.4702,8.4868,1464.09,1.8001,1.4608,20.171
2024-04-04,1.0852,164.69,25.322,7.4589,0.85788,391.55,4.2955,11.5105,0.9846,11.6125,1.6446,1.4652,8.4957,1462.46,1.7998,1.4628,20.2704
2024-04-03,1.0783,163.66,25.352,7.4589,0.85713,393.2,4.2968,11.575,0.9792,11.658,1.6539,1.4626,8.4421,1456.04,1.8054,1.4571,20.2667
